904,1,9.33,0.2,9.33,1
904,1,10.4,0.5,9.261,1
904,1,7.79,0.8,4.353,1
904,0,-2,1,-6.109,1
904,0,-0.03,0.8,-3.467,1
904,1,1.28,0.5,0.141,1
904,1,9.97,0.2,9.97,1
904,1,9.62,0.5,8.481,1
904,1,8.15,0.8,4.713,1
904,1,7.82,0.2,7.82,1
904,0,-0.2,1,-4.309,1
904,0,-0.8,0.8,-4.237,1
904,0,0.6,0.2,0.6,1
904,1,1.27,0.5,0.131,1
904,1,9.25,0.2,9.25,1
904,1,10.24,0.2,10.24,1
904,1,8.13,1,4.021,1
904,1,7.98,0.5,6.841,1
904,1,7.25,0.2,7.25,1
904,0,-1.35,0.8,-4.787,1
904,0,-0.85,1,-4.959,1
904,0,0.52,0.2,0.52,1
904,0,0.95,0.5,-0.189,1
904,1,10.75,1,6.641,1
904,1,10.15,0.8,6.713,1
904,1,9.89,0.2,9.89,1
904,1,7.4,1,3.291,1
904,1,7.19,0.2,7.19,1
904,0,-0.22,0.8,-3.657,1
904,0,-0.44,1,-4.549,1
904,0,1.69,0.2,1.69,1
904,1,9.8,0.5,8.661,1
904,1,10.1,0.5,8.961,1
904,1,10.25,0.8,6.813,1
904,1,8.15,0.2,8.15,1
904,1,7.05,0.5,5.911,1
904,0,-1.15,0.8,-4.587,1
904,0,-1.3,1,-5.409,1
904,1,1.75,0.5,0.611,1
904,0,0.89,0.2,0.89,1
904,1,9.05,0.5,7.911,1
904,1,9.97,0.2,9.97,1
904,1,8.29,0.5,7.151,1
904,1,7.96,0.8,4.523,1
904,0,-1.55,1,-5.659,1
904,0,-0.52,0.8,-3.957,1
904,0,0.92,0.2,0.92,1
904,1,9.78,0.5,8.641,1
904,1,10.16,0.8,6.723,1
904,1,7.34,0.5,6.201,1
904,1,8.08,1,3.971,1
904,0,-1.46,0.8,-4.897,1
904,0,-0.01,0.5,-1.149,1
904,0,0.92,0.5,-0.219,1
904,0,1.46,1,-2.649,1
904,0,0.85,0.5,-0.289,1
904,1,10.22,0.5,9.081,1
904,1,9.48,0.2,9.48,1
904,1,7.92,1,3.811,1
904,1,8.12,0.8,4.683,1
904,0,-1.67,0.8,-5.107,1
904,0,0.84,0.2,0.84,1
904,1,1.74,0.5,0.601,1
904,1,9.66,0.5,8.521,1
904,1,9.99,0.2,9.99,1
904,1,7.09,0.8,3.653,1
904,1,8.12,1,4.011,1
904,0,-0.46,1,-4.569,1
904,0,0.62,0.8,-2.817,1
904,0,0.84,0.5,-0.299,1
904,0,0.78,0.2,0.78,1
904,1,9.95,0.2,9.95,1
904,1,10.47,0.5,9.331,1
904,1,8.33,1,4.221,1
904,1,7.22,0.8,3.783,1
904,1,7.55,1,3.441,1
904,0,-1.55,0.8,-4.987,1
904,0,-0.37,1,-4.479,1
904,0,1.04,0.5,-0.099,1
904,1,9.99,0.2,9.99,1
904,0,-0.27,1,-10.27,2
904,0,-0.4,0.8,-3.904,2
904,0,1.2,0.5,-0.207,2
904,0,0.8,0.2,-0.238,2
904,1,10.37,0.5,8.963,2
904,1,9.25,0.2,8.212,2
904,1,7.17,0.5,5.763,2
904,1,7.33,0.5,5.923,2
904,0,-1.92,1,-11.92,2
904,0,-0.31,0.8,-3.814,2
